Equipment_ID,Date,Maintenance_Type,Issue_Description,Target
Equipment_2,2022-12-26,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-01-17,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2023-08-25,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-04-03,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2023-03-23,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_2,2023-03-08,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2022-10-24,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-04-10,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-07-21,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-05-13,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-03-24,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2023-09-15,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2022-12-23,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-02-25,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-06-27,Preventive Maintenance,Vibration Issue,Failure
Equipment_3,2023-07-22,Corrective Maintenance,Vibration Issue,Failure
Equipment_1,2023-01-04,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-03-08,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2023-06-30,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-03-01,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2022-10-20,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2023-07-03,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-07-04,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-04-14,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-08-26,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-09-07,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-08-04,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_2,2023-10-06,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-08-31,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-08-04,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2023-07-10,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2023-02-05,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-02-19,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-06-10,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-07-26,Scheduled Inspection,Normal Maintenance,Failure
Equipment_1,2023-02-05,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-09-09,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-06-06,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2023-06-11,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2023-07-07,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-01-18,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2023-04-03,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-06-14,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-10-05,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-04-05,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-02-26,Preventive Maintenance,Wear and Tear,Failure
Equipment_2,2023-08-27,Corrective Maintenance,Sensor Failure,Failure
Equipment_1,2023-02-07,Scheduled Inspection,Normal Maintenance,Failure
Equipment_3,2023-02-14,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-06-27,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2022-12-11,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2022-12-01,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2022-10-27,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-03-20,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-06-17,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-09-15,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-01-07,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-06-13,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-07-30,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-06-10,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-04-01,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-04-11,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-04-06,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2022-12-27,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-05-14,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2022-12-02,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-01-30,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-03-22,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-07-17,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-02-05,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-04-27,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2022-12-20,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2022-12-31,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-05-11,Scheduled Inspection,Normal Maintenance,Failure
Equipment_3,2023-07-04,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-02-18,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2022-12-02,Preventive Maintenance,Wear and Tear,Failure
Equipment_2,2023-02-17,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2023-08-28,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-04-28,Preventive Maintenance,Normal Maintenance,Failure
Equipment_1,2023-10-14,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-02-04,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-01-10,Corrective Maintenance,Sensor Failure,Failure
Equipment_1,2023-05-19,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2023-06-01,Corrective Maintenance,Vibration Issue,Failure
Equipment_1,2023-05-22,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2023-07-17,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-08-27,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-08-28,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-02-21,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2023-07-24,Scheduled Inspection,Normal Maintenance,Failure
Equipment_1,2022-12-22,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2022-12-01,Scheduled Inspection,Vibration Issue,Failure
Equipment_2,2023-03-03,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-01-20,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2022-11-24,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-07-01,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-09-15,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-04-03,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2022-12-06,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-10-11,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-02-18,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-04-21,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2023-04-09,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2023-01-13,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2022-12-18,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-04-04,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-03-14,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-02-02,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2023-09-07,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2022-11-14,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2022-10-21,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2023-04-25,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2023-02-12,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2023-08-03,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-08-06,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2022-10-27,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2023-02-28,Preventive Maintenance,Wear and Tear,Failure
Equipment_2,2023-03-10,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_3,2023-01-22,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-02-24,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2022-12-05,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-09-14,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2023-09-21,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-04-01,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-08-07,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2022-10-31,Scheduled Inspection,Vibration Issue,Failure
Equipment_2,2023-08-10,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-07-24,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_3,2023-06-05,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2023-04-24,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-10-01,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2023-10-13,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2023-10-02,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-01-04,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2022-11-19,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-06-23,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2022-12-21,Preventive Maintenance,Vibration Issue,Failure
Equipment_3,2023-02-10,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-02-14,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-03-23,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2022-11-27,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2023-09-14,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_3,2023-04-02,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2023-02-28,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2022-11-30,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-10-06,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-03-19,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-06-14,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_2,2023-05-14,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2023-03-27,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-04-17,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-07-25,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-09-16,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-10-13,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-08-19,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2023-01-15,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-06-02,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2023-01-19,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-06-30,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-05-21,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-02-06,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2022-11-19,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2023-02-01,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2022-10-22,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2022-11-14,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_2,2023-06-28,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2023-01-07,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2022-10-27,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-07-27,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-03-03,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-01-25,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2022-11-20,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-01-06,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-05-17,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-06-30,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2023-06-23,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-01-20,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2023-06-02,Scheduled Inspection,Vibration Issue,Failure
Equipment_2,2023-06-14,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2022-12-20,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-08-17,Scheduled Inspection,Vibration Issue,Failure
Equipment_3,2023-06-06,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2023-10-02,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2023-01-22,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_3,2023-04-12,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2023-03-14,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2022-12-10,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2023-05-11,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-09-25,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-07-27,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2023-01-10,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2022-12-21,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2022-10-17,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2023-05-17,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2023-03-09,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-01-01,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2023-01-01,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-04-22,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-02-02,Scheduled Inspection,Vibration Issue,Failure
Equipment_3,2022-12-19,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-04-19,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-09-21,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-08-25,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-06-14,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2022-11-11,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2022-11-11,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-09-02,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2022-12-29,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2023-07-11,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-09-02,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-02-13,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-02-28,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2023-07-02,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-03-30,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2022-12-10,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-04-24,Corrective Maintenance,Vibration Issue,Failure
Equipment_1,2023-08-09,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2023-06-19,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2023-05-09,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-03-14,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2023-10-07,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-08-08,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-02-28,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-08-13,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-07-02,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2022-10-20,Corrective Maintenance,Vibration Issue,Failure
Equipment_1,2023-03-26,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-03-16,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2023-09-20,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-05-14,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-06-26,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-08-25,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-06-01,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-09-20,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2023-01-14,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2023-07-09,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2022-11-18,Corrective Maintenance,Sensor Failure,Failure
Equipment_1,2023-07-18,Corrective Maintenance,Wear and Tear,Failure
Equipment_3,2023-01-10,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-01-13,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2022-12-25,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2022-11-14,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-02-04,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-06-19,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-03-22,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2022-12-04,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-08-17,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-08-27,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2023-05-07,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2022-10-30,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2023-07-16,Corrective Maintenance,Sensor Failure,Failure
Equipment_1,2023-01-06,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-07-01,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-01-16,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2023-04-12,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2022-12-20,Scheduled Inspection,Vibration Issue,Maintenance
